seller_id,category,seller_tier_city,join_day,tenure_days,order_count,avg_monthly_revenue,avg_rating,return_rate,support_tickets_total,order_velocity_30d_change,rating_trend_90d,pricing_competitiveness,sla_breach_rate,days_since_last_order,churned
SLR000198,Mobiles & Accessories,Tier-1 Metro,240,490,1527,45468.75,3.9,0.1905,5,-0.2234,0.0684,0.8613,0.2006,0,0
SLR000199,Mobiles & Accessories,Tier-2 City,486,244,158,11967.5,3.05,0.253,9,-0.2384,-0.1149,0.7204,0.2158,22,1
SLR000200,Toys & Baby,Tier-2 City,560,170,434,63225.7,3.94,0.1054,3,-0.2242,0.1466,0.7052,0.1281,33,0
SLR000201,Sports & Fitness,Tier-1 Metro,377,353,323,13659.92,4.77,0.1554,6,0.6698,-0.1217,0.5763,0.1075,5,0
SLR000202,Fashion,Tier-1 Metro,720,10,36,39855.87,3.72,0.2527,6,0.276,-0.1351,0.7271,0.0822,10,1
SLR000203,Sports & Fitness,Tier-2 City,215,515,1053,25446.85,3.42,0.2087,4,0.1557,-0.303,0.495,0.2342,14,0
SLR000204,Mobiles & Accessories,Tier-3 Town,374,356,336,20649.19,4.16,0.2481,5,0.115,0.1431,0.7788,0.2175,4,0
SLR000205,Toys & Baby,Tier-1 Metro,268,462,643,43738.88,3.34,0.2039,9,-0.6709,-0.0879,0.1823,0.1944,23,1
SLR000206,Sports & Fitness,Tier-1 Metro,575,155,616,166370.96,3.39,0.1718,10,-0.0479,-0.2189,0.4367,0.2985,3,0
SLR000207,Fashion,Tier-3 Town,689,41,66,32236.12,2.69,0.4412,14,-0.7206,-0.3852,0.4949,0.3699,41,1
SLR000208,Electronics,Tier-2 City,424,306,522,30503.29,3.81,0.177,8,-0.5469,-0.2963,0.4501,0.2596,5,1
SLR000209,Toys & Baby,Tier-3 Town,432,298,331,30627.33,4.13,0.2594,5,0.0993,-0.0807,0.4687,0.2908,48,1
SLR000210,Grocery,Tier-1 Metro,89,641,1061,49347.53,4.99,0.046,1,0.0887,0.3544,0.6646,0.1858,10,0
SLR000211,Mobiles & Accessories,Tier-1 Metro,564,166,273,53362.91,4.02,0.1752,6,-0.2644,-0.084,0.6348,0.0944,52,1
SLR000212,Electronics,Tier-3 Town,473,257,124,8696.22,3.57,0.2907,15,-0.4215,-0.1797,0.267,0.1917,5,1
SLR000213,Mobiles & Accessories,Tier-1 Metro,439,291,651,74422.53,3.71,0.1674,4,-0.0802,-0.3113,0.6382,0.1126,0,0
SLR000214,Mobiles & Accessories,Tier-2 City,434,296,341,21714.55,4.21,0.2078,4,-0.065,-0.0231,0.6573,0.207,32,0
SLR000215,Home & Kitchen,Tier-1 Metro,493,237,351,19994.18,3.66,0.1526,6,0.0605,0.1649,0.777,0.0325,14,0
SLR000216,Electronics,Tier-2 City,512,218,458,59225.34,4.03,0.2288,5,-0.1088,-0.3383,0.6575,0.1752,70,1
SLR000217,Mobiles & Accessories,Tier-1 Metro,0,730,3058,85623.73,3.46,0.1875,2,-0.168,-0.125,0.633,0.188,0,0
SLR000218,Mobiles & Accessories,Tier-1 Metro,235,495,1800,142571.88,3.99,0.1557,4,-0.2235,-0.096,0.6625,0.0454,24,0
SLR000219,Toys & Baby,Tier-1 Metro,679,51,7,5724.71,3.76,0.146,6,-0.1282,-0.2644,0.4905,0.2229,32,1
SLR000220,Home & Kitchen,Tier-3 Town,257,473,1428,123621.96,3.42,0.2481,8,-0.2645,-0.0386,0.6563,0.305,67,1
SLR000221,Sports & Fitness,Tier-2 City,98,632,328,13359.4,4.1,0.1581,2,0.0836,-0.1592,0.6512,0.1321,6,0
SLR000222,Fashion,Tier-2 City,582,148,784,132498.3,3.94,0.2961,5,0.5779,-0.1355,0.7038,0.1611,28,1
SLR000223,Toys & Baby,Tier-2 City,591,139,216,60665.85,4.04,0.2132,4,-0.3727,-0.1961,0.7772,0.2534,7,0
SLR000224,Toys & Baby,Tier-2 City,497,233,388,22108.47,3.08,0.2536,12,-0.1593,-0.1721,0.5813,0.3935,29,1
SLR000225,Home & Kitchen,Tier-2 City,666,64,29,15252.37,4.09,0.1945,8,-0.5147,-0.1991,0.4879,0.2248,28,1
SLR000226,Grocery,Tier-3 Town,317,413,446,45248.75,3.45,0.1971,12,-0.6442,-0.1007,0.5775,0.2559,56,1
SLR000227,Grocery,Tier-2 City,369,361,460,17890.5,3.21,0.1741,14,0.1769,-0.0073,0.678,0.3253,74,1
SLR000228,Beauty & Personal Care,Tier-1 Metro,431,299,325,37827.62,3.89,0.0791,2,0.1531,0.1039,0.8572,0.0247,14,0
SLR000229,Beauty & Personal Care,Tier-1 Metro,485,245,815,41356.53,4.47,0.1449,8,0.0467,-0.1014,0.7114,0.1186,23,0
SLR000230,Beauty & Personal Care,Tier-1 Metro,80,650,139,3288.42,4.86,0.1377,5,0.1138,0.0941,0.5413,0.1369,0,0
SLR000231,Mobiles & Accessories,Tier-1 Metro,0,730,969,32601.1,3.48,0.2504,13,-0.5575,-0.296,0.3472,0.2199,32,1
SLR000232,Toys & Baby,Tier-1 Metro,364,366,1237,122612.93,3.49,0.1436,5,0.0005,-0.1194,0.5513,0.0773,81,1
SLR000233,Beauty & Personal Care,Tier-1 Metro,603,127,106,21844.49,4.74,0.108,3,-0.2165,0.1635,0.9744,0.0355,0,0
SLR000234,Fashion,Tier-3 Town,155,575,256,15115.1,2.55,0.376,9,-0.5105,-0.1521,0.2853,0.1912,51,1
SLR000235,Sports & Fitness,Tier-3 Town,86,644,2541,117250.44,3.6,0.2829,7,-0.3534,-0.0796,0.6607,0.1884,109,1
SLR000236,Toys & Baby,Tier-1 Metro,651,79,61,10288.19,3.62,0.1286,8,0.0573,-0.3424,0.495,0.2368,48,1
SLR000237,Grocery,Tier-2 City,543,187,82,12917.21,3.46,0.1447,13,0.0728,0.3122,0.68,0.1745,6,0
SLR000238,Electronics,Tier-2 City,541,189,212,41831.61,4.04,0.1825,5,-0.0825,-0.3666,0.355,0.1624,17,0
SLR000239,Fashion,Tier-1 Metro,15,715,358,17877.37,4.28,0.2766,9,0.1224,0.0552,0.7212,0.0986,34,0
SLR000240,Electronics,Tier-3 Town,312,418,390,17884.48,3.39,0.2726,7,-0.3846,-0.011,0.6154,0.1471,30,1
SLR000241,Sports & Fitness,Tier-1 Metro,647,83,91,11680.74,3.8,0.1191,4,0.4432,-0.0792,0.4685,0.0604,23,1
SLR000242,Beauty & Personal Care,Tier-1 Metro,385,345,152,16443.28,3.03,0.1298,2,-0.2125,-0.3083,0.5198,0.1099,38,1
SLR000243,Mobiles & Accessories,Tier-1 Metro,535,195,514,39883.69,4.0,0.2309,13,-0.4074,-0.2055,0.2267,0.2623,84,1
SLR000244,Toys & Baby,Tier-1 Metro,489,241,882,124735.93,3.01,0.1605,10,-0.1634,0.2386,0.671,0.0872,0,0
SLR000245,Electronics,Tier-2 City,279,451,309,22086.18,4.23,0.2256,6,-0.0954,-0.2011,0.3299,0.1954,39,1
SLR000246,Toys & Baby,Tier-1 Metro,657,73,41,10585.0,3.16,0.1562,11,-0.3372,-0.3093,0.4741,0.1389,43,1
SLR000247,Beauty & Personal Care,Tier-2 City,0,730,361,11485.36,3.05,0.2296,6,-0.5602,-0.3592,0.5671,0.2109,49,1
SLR000248,Sports & Fitness,Tier-2 City,484,246,395,38748.8,3.36,0.1647,4,-0.0572,-0.2667,0.6202,0.2789,37,1
SLR000249,Sports & Fitness,Tier-2 City,0,730,910,40120.58,3.46,0.1936,9,-0.1681,-0.1176,0.3052,0.2119,9,0
SLR000250,Mobiles & Accessories,Tier-3 Town,453,277,1285,140223.5,3.4,0.2801,5,-0.0861,-0.0412,0.9718,0.1868,8,0
SLR000251,Fashion,Tier-2 City,567,163,142,32871.74,3.94,0.297,5,-0.0457,-0.0502,0.8354,0.0637,1,0
SLR000252,Home & Kitchen,Tier-2 City,382,348,233,17616.25,3.1,0.2546,9,-0.3392,-0.3802,0.4866,0.1927,5,1
SLR000253,Home & Kitchen,Tier-1 Metro,0,730,1970,102475.29,4.29,0.1283,4,-0.0383,0.0933,0.2553,0.081,32,0
SLR000254,Fashion,Tier-3 Town,472,258,225,34034.16,3.44,0.3518,2,-0.0251,-0.4434,0.7178,0.3504,20,0
SLR000255,Electronics,Tier-2 City,471,259,106,5923.65,3.81,0.1498,4,0.4675,0.0349,0.535,0.0299,56,1
SLR000256,Sports & Fitness,Tier-1 Metro,442,288,396,45725.3,4.07,0.1237,2,0.1884,-0.1089,0.7049,0.0181,19,0
SLR000257,Fashion,Tier-2 City,623,107,171,37051.29,3.01,0.3029,7,0.0597,0.0919,0.5694,0.137,35,1
SLR000258,Mobiles & Accessories,Tier-2 City,260,470,692,30733.07,2.76,0.2208,6,-0.1426,-0.1493,0.8685,0.1219,110,1
SLR000259,Electronics,Tier-1 Metro,414,316,155,9028.31,3.2,0.1989,8,0.0426,-0.0983,0.8622,0.1394,0,0
SLR000260,Home & Kitchen,Tier-1 Metro,599,131,368,80147.71,3.89,0.098,1,0.2618,0.322,0.7313,0.0448,17,0
SLR000261,Beauty & Personal Care,Tier-2 City,668,62,39,10238.93,2.69,0.1987,8,-0.4468,-0.0958,0.3614,0.2515,57,1
SLR000262,Home & Kitchen,Tier-1 Metro,12,718,467,12096.81,3.54,0.1421,6,-0.0648,-0.0587,0.4455,0.0737,7,0
SLR000263,Grocery,Tier-2 City,513,217,398,69967.22,4.49,0.1286,3,0.5294,0.1469,0.6727,0.13,4,0
SLR000264,Beauty & Personal Care,Tier-3 Town,303,427,474,31249.57,4.35,0.2246,5,-0.0138,0.0722,0.7087,0.2617,3,0
SLR000265,Grocery,Tier-2 City,704,26,52,31218.12,3.39,0.1342,5,-0.0192,-0.1925,0.4641,0.2725,26,1
SLR000266,Beauty & Personal Care,Tier-2 City,267,463,918,78068.18,3.44,0.2211,8,0.0823,-0.1003,0.713,0.081,47,1
SLR000267,Sports & Fitness,Tier-1 Metro,245,485,1706,71564.5,4.18,0.0734,5,0.1126,0.0797,0.4993,0.0646,22,0
SLR000268,Fashion,Tier-1 Metro,301,429,274,26495.17,3.31,0.2397,9,-0.2396,0.0634,0.7105,0.1599,0,0
SLR000269,Toys & Baby,Tier-3 Town,131,599,1051,65398.92,3.82,0.2186,5,0.0106,0.1285,0.7721,0.2211,0,0
SLR000270,Grocery,Tier-1 Metro,207,523,1391,98120.03,4.01,0.0653,8,0.2504,0.3748,0.7499,0.0725,3,0
SLR000271,Fashion,Tier-1 Metro,605,125,336,77491.7,3.58,0.283,5,0.1238,-0.0079,0.5836,0.1313,0,0
SLR000272,Home & Kitchen,Tier-2 City,564,166,320,38532.6,3.82,0.1885,4,-0.2367,0.0663,0.6888,0.1921,19,1
SLR000273,Beauty & Personal Care,Tier-1 Metro,0,730,1897,97512.0,4.51,0.1501,5,0.0086,-0.0212,0.5693,0.2592,6,0
SLR000274,Mobiles & Accessories,Tier-1 Metro,692,38,51,25230.79,3.75,0.1836,4,0.2684,0.2618,0.5678,0.0694,38,1
SLR000275,Sports & Fitness,Tier-2 City,536,194,413,51648.61,3.29,0.2376,9,-0.1404,-0.1761,0.7903,0.2603,3,0
SLR000276,Toys & Baby,Tier-1 Metro,647,83,278,49556.65,3.63,0.1655,9,-0.33,-0.0345,0.3244,0.1927,5,1
SLR000277,Electronics,Tier-3 Town,111,619,192,7964.37,4.29,0.239,4,-0.4067,-0.307,0.6253,0.2147,62,1
SLR000278,Fashion,Tier-2 City,446,284,877,44220.08,3.68,0.3197,7,-0.3218,0.0316,0.7553,0.1947,14,1
SLR000279,Beauty & Personal Care,Tier-1 Metro,609,121,166,16493.29,3.66,0.1006,3,0.1182,-0.0658,0.6456,0.0942,13,0
SLR000280,Fashion,Tier-1 Metro,0,730,1462,29165.57,3.87,0.2241,3,0.0283,-0.014,0.8324,0.149,0,0
SLR000281,Mobiles & Accessories,Tier-1 Metro,208,522,879,41402.64,3.85,0.1745,1,-0.0921,0.0849,0.6292,0.1077,7,0
SLR000282,Mobiles & Accessories,Tier-2 City,452,278,312,44399.43,2.7,0.2896,9,-0.6126,-0.4117,0.3617,0.3242,87,1
SLR000283,Mobiles & Accessories,Tier-1 Metro,685,45,51,40242.07,3.96,0.1737,6,0.336,-0.1064,0.5181,0.0359,0,0
SLR000284,Mobiles & Accessories,Tier-1 Metro,0,730,765,26869.75,4.63,0.1688,2,-0.058,-0.0339,0.68,0.1117,12,0
SLR000285,Grocery,Tier-1 Metro,0,730,738,34142.35,4.32,0.0955,1,-0.1179,0.104,0.4255,0.1137,37,0
SLR000286,Beauty & Personal Care,Tier-2 City,536,194,521,51924.34,3.87,0.1787,7,-0.4003,-0.0173,0.8615,0.1893,84,1
SLR000287,Beauty & Personal Care,Tier-3 Town,0,730,1684,74430.42,4.08,0.2015,3,0.6985,0.146,0.5657,0.3084,11,0
SLR000288,Mobiles & Accessories,Tier-2 City,127,603,1080,40036.7,3.75,0.2372,7,-0.2471,-0.2408,0.8251,0.2626,0,0
SLR000289,Toys & Baby,Tier-3 Town,716,14,55,32574.9,3.72,0.2219,4,-0.0141,0.1399,0.5263,0.1716,5,1
SLR000290,Sports & Fitness,Tier-2 City,321,409,110,7592.19,3.54,0.1616,5,-0.2376,-0.0839,0.749,0.1185,3,0
SLR000291,Electronics,Tier-3 Town,611,119,81,21465.61,3.35,0.2854,7,-0.5721,-0.4465,0.4813,0.3535,110,1
SLR000292,Beauty & Personal Care,Tier-3 Town,438,292,720,65482.2,3.52,0.24,4,-0.1157,-0.3207,0.7965,0.3433,93,1
SLR000293,Mobiles & Accessories,Tier-1 Metro,679,51,69,56223.59,3.32,0.2392,11,-0.1145,0.0756,0.0739,0.1883,51,1
SLR000294,Beauty & Personal Care,Tier-1 Metro,139,591,1121,47547.45,3.58,0.1368,3,-0.0391,-0.04,0.6676,0.2073,25,0
SLR000295,Home & Kitchen,Tier-1 Metro,485,245,1362,152606.92,4.23,0.1326,7,0.4976,0.1951,0.7634,0.0802,89,1
SLR000296,Electronics,Tier-1 Metro,0,730,254,9123.0,3.99,0.1386,7,-0.2295,0.0133,0.7544,0.1706,45,0
SLR000297,Toys & Baby,Tier-3 Town,380,350,436,20607.65,3.84,0.2496,10,-0.0578,0.0641,0.7124,0.2772,0,0
SLR000298,Toys & Baby,Tier-2 City,435,295,158,12992.68,3.88,0.2023,11,-0.5888,0.0229,0.4769,0.2764,0,0
SLR000299,Fashion,Tier-1 Metro,680,50,83,65902.23,4.17,0.2692,5,-0.0831,-0.0864,0.6448,0.0848,18,0
SLR000300,Home & Kitchen,Tier-2 City,98,632,1114,19509.12,3.93,0.2259,9,0.1248,-0.4709,0.5941,0.1747,30,0
SLR000301,Toys & Baby,Tier-1 Metro,0,730,1855,33019.95,3.29,0.1619,7,0.1801,-0.3341,0.7728,0.0783,0,0
SLR000302,Mobiles & Accessories,Tier-1 Metro,140,590,150,6778.46,3.21,0.1911,5,0.0151,-0.2476,0.5232,0.1965,0,0
SLR000303,Beauty & Personal Care,Tier-2 City,152,578,261,6195.39,4.58,0.1293,6,-0.0246,-0.2281,0.4883,0.2457,22,0
SLR000304,Beauty & Personal Care,Tier-2 City,370,360,535,24824.06,2.81,0.2301,9,-0.3575,-0.0324,0.3557,0.2134,90,1
SLR000305,Beauty & Personal Care,Tier-2 City,223,507,271,12327.83,4.03,0.173,7,-0.006,-0.2324,0.6183,0.1137,22,1
SLR000306,Mobiles & Accessories,Tier-3 Town,341,389,187,9938.32,4.02,0.2503,4,0.4864,-0.0087,0.6647,0.247,7,0
SLR000307,Home & Kitchen,Tier-3 Town,563,167,67,16565.0,3.93,0.2881,10,-0.2423,0.0324,0.7187,0.3175,42,1
SLR000308,Home & Kitchen,Tier-1 Metro,449,281,680,76586.13,2.9,0.2283,6,-0.344,-0.3325,0.361,0.2124,14,1
SLR000309,Grocery,Tier-1 Metro,139,591,1467,35215.25,3.74,0.1043,4,-0.0497,-0.1275,0.8065,0.1111,5,1
SLR000310,Sports & Fitness,Tier-1 Metro,432,298,532,58633.18,3.48,0.1313,5,-0.1018,-0.0941,0.7872,0.1334,27,0
SLR000311,Beauty & Personal Care,Tier-1 Metro,628,102,74,9506.83,3.49,0.1567,7,-0.0663,-0.0152,0.3276,0.1697,54,1
SLR000312,Mobiles & Accessories,Tier-3 Town,408,322,1211,116384.02,3.57,0.3109,5,0.2188,-0.0212,0.7621,0.2814,95,1
SLR000313,Home & Kitchen,Tier-2 City,685,45,48,31311.76,3.76,0.177,9,-0.1209,-0.1911,0.4151,0.1763,0,0
SLR000314,Mobiles & Accessories,Tier-3 Town,543,187,410,64068.42,3.76,0.2892,11,0.2039,-0.1564,0.8082,0.2913,83,1
SLR000315,Beauty & Personal Care,Tier-1 Metro,613,117,469,92416.36,3.83,0.115,6,-0.067,0.1349,0.558,0.0837,25,0
SLR000316,Electronics,Tier-2 City,300,430,143,6978.33,3.61,0.2511,9,-0.7118,-0.1074,0.4985,0.2067,14,0
SLR000317,Home & Kitchen,Tier-2 City,211,519,2259,67858.51,4.26,0.1456,5,0.5566,0.1981,0.4181,0.1612,0,0
SLR000318,Fashion,Tier-1 Metro,193,537,505,13057.38,3.32,0.2764,7,-0.867,-0.1211,0.4171,0.1857,43,1
SLR000319,Mobiles & Accessories,Tier-2 City,491,239,33,2224.07,3.76,0.2755,11,-0.5303,-0.315,0.3324,0.206,58,1
SLR000320,Grocery,Tier-2 City,158,572,1138,48024.1,4.14,0.0907,6,0.2866,-0.1168,0.5166,0.1469,8,0
SLR000321,Toys & Baby,Tier-1 Metro,418,312,629,56890.49,4.11,0.1607,4,-0.1142,-0.1664,0.1353,0.2269,3,0
SLR000322,Home & Kitchen,Tier-3 Town,505,225,301,31109.61,4.29,0.2129,5,-0.2757,0.1041,0.8292,0.2126,17,0
SLR000323,Toys & Baby,Tier-2 City,0,730,590,15255.7,3.94,0.1928,6,0.1611,-0.0989,0.7032,0.1773,0,0
SLR000324,Sports & Fitness,Tier-1 Metro,490,240,228,12766.62,3.52,0.1625,2,-0.3063,-0.1098,0.7835,0.2038,75,1
SLR000325,Beauty & Personal Care,Tier-1 Metro,311,419,279,20300.98,3.15,0.1464,6,-0.4519,-0.1657,0.4586,0.1963,117,1
SLR000326,Beauty & Personal Care,Tier-2 City,545,185,214,29971.21,3.83,0.1806,7,0.4849,-0.0377,0.8459,0.1057,30,0
SLR000327,Sports & Fitness,Tier-1 Metro,639,91,181,34975.84,3.95,0.157,7,0.1071,0.0326,0.7031,0.1818,43,1
SLR000328,Beauty & Personal Care,Tier-1 Metro,405,325,693,71540.94,4.15,0.1287,9,0.3592,-0.0753,0.5601,0.1969,9,0
SLR000329,Home & Kitchen,Tier-1 Metro,533,197,144,16358.27,4.55,0.1268,4,0.1297,0.4236,0.7215,0.0908,6,0
SLR000330,Mobiles & Accessories,Tier-1 Metro,397,333,612,68757.0,4.74,0.1735,8,-0.0617,-0.0415,0.5728,0.0849,60,1
SLR000331,Grocery,Tier-2 City,361,369,1021,105674.81,4.14,0.1074,2,0.7029,0.1179,1.0,0.1809,0,0
SLR000332,Mobiles & Accessories,Tier-2 City,383,347,547,43107.75,3.53,0.2344,2,-0.2558,-0.5013,0.7477,0.0625,0,0
SLR000333,Fashion,Tier-1 Metro,404,326,266,12798.81,3.55,0.2911,11,-0.1606,-0.3415,0.5198,0.2308,29,1
SLR000334,Toys & Baby,Tier-1 Metro,446,284,192,17001.88,3.11,0.1255,7,-0.4482,-0.3215,0.7179,0.196,51,1
SLR000335,Grocery,Tier-2 City,220,510,243,17490.13,4.41,0.1687,2,-0.3102,-0.1014,0.6897,0.1719,0,0
SLR000336,Fashion,Tier-2 City,274,456,627,37368.69,3.68,0.3251,7,0.273,0.2628,0.6972,0.1314,15,0
SLR000337,Toys & Baby,Tier-3 Town,661,69,33,7422.99,3.83,0.2392,4,-0.433,0.0692,0.6932,0.2557,7,1
SLR000338,Electronics,Tier-2 City,439,291,862,44587.7,3.47,0.2523,11,-0.4271,-0.2764,0.5479,0.1309,15,0
SLR000339,Electronics,Tier-1 Metro,669,61,41,12220.05,4.17,0.1877,6,-0.057,0.0612,0.5221,0.1766,0,0
SLR000340,Mobiles & Accessories,Tier-3 Town,405,325,580,19954.23,3.2,0.3109,8,-0.0207,-0.3008,0.5628,0.2121,2,0
SLR000341,Fashion,Tier-2 City,486,244,144,15737.91,3.37,0.3274,16,0.2211,-0.4105,0.8242,0.0883,25,1
SLR000342,Beauty & Personal Care,Tier-1 Metro,463,267,321,19160.44,4.15,0.149,9,-0.473,-0.0457,0.6175,0.2482,48,1
SLR000343,Fashion,Tier-3 Town,77,653,652,28577.48,3.68,0.372,7,-0.3565,-0.3556,0.4695,0.3156,50,1
SLR000344,Beauty & Personal Care,Tier-1 Metro,685,45,165,69626.1,4.27,0.1512,4,-0.3481,0.0613,0.756,0.1852,43,1
SLR000345,Fashion,Tier-1 Metro,220,510,854,65370.62,4.19,0.2686,6,-0.2598,0.0477,0.748,0.0664,178,1
SLR000346,Beauty & Personal Care,Tier-3 Town,459,271,568,83431.16,3.67,0.1972,1,0.0212,0.0467,0.7589,0.0788,5,0
SLR000347,Grocery,Tier-1 Metro,538,192,46,7961.1,4.07,0.0768,2,0.1015,-0.0062,0.5958,0.1288,6,1
SLR000348,Mobiles & Accessories,Tier-2 City,431,299,2277,107644.19,3.78,0.1725,4,0.5117,-0.0198,0.7767,0.167,45,0
SLR000349,Fashion,Tier-1 Metro,596,134,279,33133.31,4.2,0.181,2,0.6218,0.1705,0.5515,0.1165,12,0
SLR000350,Home & Kitchen,Tier-2 City,419,311,24,2555.07,3.28,0.2652,4,-0.3832,-0.2326,0.505,0.2396,84,1
SLR000351,Beauty & Personal Care,Tier-1 Metro,143,587,453,8600.85,4.64,0.1445,1,0.066,-0.0913,0.483,0.1123,5,0
SLR000352,Sports & Fitness,Tier-1 Metro,0,730,869,37724.69,3.75,0.129,6,-0.112,-0.2055,0.7938,0.0841,11,0
SLR000353,Beauty & Personal Care,Tier-2 City,721,9,4,1921.79,3.31,0.2306,12,-0.4673,-0.3812,0.5874,0.1821,9,1
SLR000354,Toys & Baby,Tier-1 Metro,646,84,104,13549.11,3.06,0.1508,10,-0.399,0.154,0.6567,0.2716,46,1
SLR000355,Grocery,Tier-1 Metro,693,37,67,72411.91,4.18,0.1045,1,-0.2563,0.1202,0.4258,0.1558,0,0
SLR000356,Grocery,Tier-3 Town,98,632,514,22034.68,3.69,0.2117,1,0.1083,-0.1713,0.7648,0.27,17,0
SLR000357,Fashion,Tier-2 City,475,255,154,6662.86,3.57,0.2658,8,0.4633,-0.0326,0.4062,0.1945,0,0
SLR000358,Sports & Fitness,Tier-1 Metro,535,195,191,13192.38,3.8,0.1188,7,0.2879,-0.1744,0.7416,0.1385,1,0
SLR000359,Electronics,Tier-2 City,0,730,2944,158586.91,4.79,0.1707,2,0.0135,-0.1383,0.8734,0.1498,4,0
SLR000360,Sports & Fitness,Tier-2 City,484,246,849,90393.47,3.98,0.1627,3,0.1704,-0.0961,0.5842,0.2416,0,0
SLR000361,Electronics,Tier-1 Metro,587,143,39,8595.41,4.12,0.18,8,-0.0901,-0.1171,0.9094,0.1606,31,0
SLR000362,Sports & Fitness,Tier-1 Metro,182,548,258,19255.13,3.33,0.1577,5,-0.0955,-0.1203,0.5653,0.1157,35,1
SLR000363,Mobiles & Accessories,Tier-1 Metro,0,730,253,4722.34,3.7,0.1545,4,0.4682,-0.2315,0.5289,0.0169,9,0
SLR000364,Electronics,Tier-2 City,526,204,272,52733.7,4.85,0.199,7,-0.599,-0.1285,0.6007,0.0557,0,0
SLR000365,Fashion,Tier-3 Town,0,730,2542,97406.83,3.12,0.3671,13,-0.2652,-0.3484,0.8633,0.2871,54,1
SLR000366,Sports & Fitness,Tier-1 Metro,0,730,524,28506.91,3.73,0.1376,7,-0.5167,-0.348,0.4417,0.1043,17,0
SLR000367,Home & Kitchen,Tier-2 City,0,730,104,2084.74,4.02,0.1978,6,-0.0085,-0.4143,0.4843,0.257,45,1
SLR000368,Beauty & Personal Care,Tier-3 Town,0,730,1964,51869.73,4.26,0.2182,8,-0.1024,-0.0884,0.7261,0.1841,0,0
SLR000369,Home & Kitchen,Tier-2 City,421,309,369,20260.44,4.53,0.1688,3,-0.4394,0.1777,0.7793,0.0719,14,0
SLR000370,Toys & Baby,Tier-1 Metro,589,141,109,20415.72,3.22,0.1803,13,0.3255,-0.1427,0.514,0.1991,32,1
SLR000371,Grocery,Tier-2 City,295,435,2021,123344.68,3.52,0.1225,8,0.0971,-0.0108,0.5099,0.1885,110,1
SLR000372,Grocery,Tier-1 Metro,468,262,942,117703.27,4.8,0.0519,2,-0.4997,-0.1612,0.8447,0.1602,22,0
SLR000373,Grocery,Tier-3 Town,336,394,628,27343.2,3.91,0.2127,6,0.1925,-0.016,0.5588,0.1862,0,0
SLR000374,Toys & Baby,Tier-2 City,184,546,406,16105.69,2.77,0.2701,21,-0.2486,-0.1732,0.5129,0.33,79,1
SLR000375,Toys & Baby,Tier-3 Town,377,353,140,15700.07,3.73,0.2464,6,-0.2142,-0.0332,0.4593,0.2558,39,1
SLR000376,Grocery,Tier-3 Town,286,444,1646,103746.57,3.27,0.2108,6,-0.5493,0.0291,0.6476,0.2519,7,0
SLR000377,Mobiles & Accessories,Tier-1 Metro,646,84,183,44739.22,4.15,0.1764,4,-0.4166,0.0391,0.6435,0.1961,3,0
SLR000378,Beauty & Personal Care,Tier-1 Metro,415,315,33,3126.74,3.91,0.1439,4,0.0713,0.1484,0.5452,0.0619,3,0
SLR000379,Toys & Baby,Tier-2 City,332,398,237,19904.89,3.99,0.1804,3,-0.0882,-0.0623,0.5121,0.2142,0,0
SLR000380,Fashion,Tier-3 Town,346,384,750,42914.79,3.56,0.3581,12,-0.3331,-0.3266,0.2407,0.2998,59,1
SLR000381,Home & Kitchen,Tier-2 City,237,493,1548,37426.36,3.48,0.1804,5,-0.1608,-0.2654,0.7406,0.169,0,0
SLR000382,Mobiles & Accessories,Tier-1 Metro,677,53,93,58356.01,3.97,0.2416,8,0.0302,-0.3055,0.4509,0.2216,15,0
SLR000383,Mobiles & Accessories,Tier-2 City,64,666,297,14828.07,3.76,0.2608,8,0.0869,-0.2655,0.7329,0.1487,48,1
SLR000384,Home & Kitchen,Tier-3 Town,148,582,1289,83855.4,4.1,0.2098,3,0.3042,0.0923,0.7194,0.2283,5,0
SLR000385,Grocery,Tier-1 Metro,59,671,472,25483.91,4.0,0.1178,3,-0.0009,0.2321,0.3359,0.1902,4,0
SLR000386,Sports & Fitness,Tier-1 Metro,528,202,266,49312.46,3.82,0.1457,6,-0.1702,0.1186,0.3277,0.2686,57,1
SLR000387,Fashion,Tier-2 City,16,714,966,40627.39,2.92,0.3632,9,-0.0837,-0.1999,0.5239,0.245,36,1
SLR000388,Beauty & Personal Care,Tier-1 Metro,550,180,394,38387.63,4.0,0.1643,8,-0.161,0.1697,0.7965,0.084,14,0
SLR000389,Home & Kitchen,Tier-3 Town,536,194,244,29062.91,3.75,0.2549,6,-0.0608,-0.166,0.5427,0.1687,5,1
SLR000390,Sports & Fitness,Tier-1 Metro,269,461,1771,102378.68,4.66,0.1151,5,-0.2056,0.0695,0.4586,0.1268,6,0
SLR000391,Electronics,Tier-3 Town,357,373,131,4450.87,3.65,0.2739,5,-0.2756,-0.1246,0.9082,0.1979,42,1
SLR000392,Toys & Baby,Tier-2 City,526,204,228,22305.05,3.78,0.1835,10,-0.3298,-0.121,0.5348,0.3582,42,1
SLR000393,Grocery,Tier-1 Metro,709,21,41,14825.58,3.88,0.026,2,-0.4772,0.2382,0.8149,0.0906,21,1
SLR000394,Mobiles & Accessories,Tier-2 City,353,377,70,3844.48,3.2,0.2416,9,-0.0278,0.1081,0.4073,0.1692,57,1
